Check SMILES for genmols_S1_init.csv:

RNN_0000260, CCOCC(=O)NC(C)(C)CO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0130584, FC(F)Oc1ccc2c[nH]nc2c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0130730, COCCn1c(-c2cccc(NC(=O)c3ccc(Nc4ncnc5ccccc45)cc3)c2)c(OC)nc1CCOc1ncc(-c2ccc(NC(=O)C(C)c3ccccc3)cc2)cn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0130731, O=C(NCCO)C1CCC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0130737, Nc1ncc2cnccc2n1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0130753, CCC(C)CNC(C)(C)CO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0130853, Cc1ccc(CC2=NCCN2)cc1F, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0130859, CN(C)CCN(C)C1CCOC1=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0130983, Cc1c(C=O)ccc2c1NCCC2, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0131101, CC(S)C(=O)N1CCCC1CO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0131155, COCC(N)C(C)=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0131191, C=C(c1ccnc2[nH]ccc12)C1CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0131228, O=C(NCC(O)C(Cc1ccccc1)Nc1ncnc2ccccc12)c1ccc(Nc2nc3ccc(CC(NC(=O)C(c4ccccc4)N4CCN(C5CC5)CC4)CC3)cn2)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0131239, OC(c1ccccc1)C1CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0131248, CC(CO)Nn1cnnc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0131432, N, Failed because unexpected symbols
RNN_0131480, CCOC(O)=C(C#N)C(C)=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0131547, CCc1ccc(OCC(C)C)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0131579, NC(=O)c1cccc(-c2c[nH]cn2)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0131655, COc1cc(O)c(C(C)=O)cc1OC, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0131802, COc1cc(-c2cnn(C)c2)ccc1Cc1cc2cc(-c3ccc(NC(=O)C(N)c4ccc(F)cc4)cc3)cn2c(-c2ccc(C(=O)NCc4ccc(C)cc4)cc2)c1COC(C)=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0131803, CC(C)C(NC(=O)c1ccn(-c2cc(N(CCC(F)(F)F)CC(F)F)nc3[nH]ccc23)c1)c1ccc(-c2ccn3c(-c4ccc(C(=O)NC5CC5)cc4)cnc3c2)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0131894, COC1C=C(CO)C(O)CC1=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0131902, COc1c(C)cncc1C(=O)N(C)C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0131964, N#CCNCc1c(F)cccc1Cl, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0131974, Cc1cc(C(=O)NCCO)cnc1C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0132031, O=CCNC1CC1(Cl)Cl, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0132051, CCOc1cc([S+](C)[O-])ccc1Nc1nc2ccc(-c3ccc(C(=O)NCc4ccc(F)cc4)cc3)nc2n1-c1ccc(N3C(=O)C=CC3=O)cc1-c1ccc2ccccc2c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0132121, Nc1nccc2cnn(CCO)c12, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0132208, C[S+]([O-])c1cc(-c2nnc3n2CCCO3)ccc1Nc1cc2cc(-c3ccc(C(=O)NC4CC4)cc3)cn2c(-c2ccc(C(=O)NC3CC3)cc1)cn2C1CCCCC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0132232, CC(C)(OS(N)(=O)=O)C(F)F, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0132269, CCOc1cc(C(=O)NC(C)(C)CO)ccc1Nc1nc(OC2CCOC(C)(C)C2)ccc1Nc1cn2c(-c3ccc(C(=O)NC4CC4)cc3)cnc2c(OC)c1OC, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0132347, NCCCCNCCNN, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0132406, COCCNS(C)(=O)=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0132434, Cc1cc(F)cc2[nH]ccc12, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0132463, CONC(=O)c1ccc(C)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0132470, Cc1ncc(C)n2cnnc12, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0132773, CNC(C)(C)C(=O)NC(C)C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0132808, C=CC1CN2CCC1CC2, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0132839, C#Cc1ccc([S+](C)[O-])cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0132854, C#CCNC1CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0132887, Nc1[nH]ccc2c3ccccc3nc1-2, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0132908, CCOc1cc(-c2nncn2C)ccc1Nc1cc2nc(-c3ccc(NC(=O)C(C)c4ccc(F)cc4)cc3)cn2c(-c2ccc(C(=O)NCCC(F)(F)F)cc2)c1C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0132909, CNC1CC1c1ccc(F)cc1F, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0133004, NS(N)(=O)=Nc1cccnc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0133062, NCC(=O)NC1CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0133091, O=C(c1ccc(Nc2nc3ccc(-c4ccc(NC(=O)Cc5ccc(F)cc5)cc4)cn3n2)c(O)c1)CCc1ccc(NC(=O)C(Cc2ccc(F)cc2)N2CCCCC2)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0133126, CCCCC(CC)CN=C(N)S, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0133251, NCC(CCO)C(=O)NC1CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0133340, CC(C(C)(C)O)N=C(N)N, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0133413, CN=CNc1ccc(C)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0133420, Cc1ccc(C(=O)NN)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0133501, C=C1C(O)CC(O)C1O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0133533, CCNCCCN(C)S(C)(=O)=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0133550, Nc1nc(NC2CC2)c2nc[nH]c2n1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0133618, CC(C)(O)CNC(=O)c1ccc(Nc2nc3ccc(-c4ccc(NC(=O)C(NC(=O)CCNC(=O)CCS(C)(=O)=O)C(C)C)cc4)cn3n2)c(OCC(F)(F)F)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0133632, CC1CN=C(Nc2nc[nH]n2)N1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0133727, O=NN1CCc2ccccc2N1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0133795, Cc1c(C(=O)N2CC(O)C2)cnn1C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0133817, CC(C)(Nc1cc(NCCCCCC(N)=O)ccc1Nc1nc(NC2CCCCC2)c2ncc(-c3ccc(C(=O)NC4CC4)c(OCC(F)(F)F)c3)n2n1)C(C)(C)C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0133820, CC(NC(=O)c1ccc(Nc2nc3ccc(-c4ccc(NC(=O)Cc5ccc(F)cc5)cc4)cn3n2)c(OCC(F)(F)F)c1)C(O)(Cn1cncn1)c1ccccc1F, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0133839, CC=CNCC(CO)OC, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0133883, O=Cc1ccccc1F, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0133949, CON=C(C)C(=O)NC1CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0134045, CCC(C)C(O)C(C)OC(N)=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0134104, CCN(CC)C(=O)NC1CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0134276, O=CNC=Cc1ccc(F)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0134350, CNCc1ccc(C)nc1C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0134536, O=CN1CCN(CCO)CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0134584, CCC(C)CNc1ccccc1OC, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0134610, O=CC(CCO)c1ccccc1F, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0134727, CCCCOc1cc(C(=O)N(CCN(C)C)C(CC(N)=O)C(O)CC(F)(F)F)ccc1Nc1nc2ccc(-c3ccc(C(=O)NCc4ccc(F)cc4)cc3)cn2n1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0134771, CS(=O)(=O)c1ccc(Nc2nc3c(-c4ccc(C(=O)NCc5ccccc5)cc4)cnn3c(NCC3CCOCC3)c2-c2nc(NCCO)cn3ccnc23)cc1Cl, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0134794, CCC(C)C(NS(=O)(=O)c1ccc(Nc2nc3ccc(-c4ccc(C(=O)NCC5CC5)cc4)cn3n2)c(OCC(F)(F)F)c1)c1ccc2c(N)c3ccccc3nc2c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0134795, O=CNC1=Cc2ccccc2OC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0134881, COCCN1CC(O)C(O)C(O)C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0135194, CCc1cccc2c1NCCN2C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0135325, N#CCCNS(C)(=O)=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0135577, CCc1cccc(CC(C)(N)CO)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0135594, [O-][S+]1CCNc2ccccc2C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0135609, CCOc1cc(C(=O)N2CC(OC)C2)ccc1Nc1cc2nc(-c3ccc(NC(=O)C(C)c4ccc(F)cc4)cc3)cn2c(-c2ccc(C(=O)NC)cc2)c1Cc1ccncc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0135647, CCC1OCC(O)C1O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0135714, CC(C)N1CC(CO)C(O)C1O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0135747, COC(=O)c1cc(NC(=O)c2ccc(-c3ccc(C(=O)NCc4ccc(F)cc4)cc3)cn2)ccc1Nc1cc2cc(-c3cnn(CC(O)C(F)(F)F)c3)ccc2cn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0135761, O=C(c1ccc(Nc2cc3cc(-c4cnn(CC(F)(F)F)c4)ccc3cn2)c(F)c1)Nc1ccc(-c2ccc3nc(Nc4ccc(S(C)(=O)=O)cc4-c4ccc(F)cc4)nn3c2)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0135816, CC(C)C(N)C(=O)NC1CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0135844, C=CCN(C)CC(=O)N(CC)CC, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0135860, NC(CS)C(=O)NC1CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0135920, O=CN(O)CC(O)CO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0135958, CN1CC[S+]([O-])CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0136247, CCC(=O)N(CC)CCN(C)C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0136317, c1ccc(C2NCCCC2)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0136493, CNC(CC(C)(C)C)C(=O)NC1CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0136550, CCCNc1cc(C)ccn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0136658, CNC1(C)CC2(CCCCC2)OO1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0136796, O=C1C(=Cc2ccccc2)CCC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0136871, NCCCNS(C)(=O)=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0136946, O=C(NC1CC1)c1ccc(-c2cnc3c(NCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCF)cc(OCCNC(=O)NC(c4ccccc4)Cc4ccccc4)nn23)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0137054, CCOCC(N)=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0137106, Cn1cc(-c2cc3cnc(Nc4ccc(-c5cnccc5)cc4OCC4CCC(C(=O)N4CCOCC4)CC4)cn3n2)c(-c2ccc(C(=O)NCc3ccccc3)cc2)n1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0137198, NC1C2CC3CC1CC(C2)C3=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0137323, CON=C(CO)C(C)(C)O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0137336, CNC(=O)Cc1ccc(C)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0137496, Nc1ccc(C(O)C(N)C(=O)O)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0137554, CC(C)(O)CNCCN(C)C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0137569, C=CN=C(NC)c1cccc(C)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0137577, O=C1NCCN1CCN1CCOCC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0137618, O=C(Nc1ccc(-c2ccc3nc(Nc4ccc(C(=O)NCC(F)(F)F)cc4OCCN(CCF)CCOCCOCCOCCOCCOCCOCCF)nn3c2)cc1)C(c1ccccc1)c1ccccc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0137699, CCc1cccc(CC)c1NC(=O)c1cc(-c2nc(NCCCN3CCOCC3)c3ncn(CC(C)(C)O)c3n2)ccc1Cc1cc2cc(-c3ccc(C)nc3)ccc2cn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0137765, FC(F)(F)C(F)(F)c1cc(-c2nc(Nc3ccc(N4CCC(N5CCN(CC(F)(F)F)CC5)CC4)cc3)nn2-c2ccccc2)nc(NCCCN2CCCC2)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0137792, C1=CN2CCc3cccc(c32)C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0137802, C=CCNC(=O)C(C)(C)CN(C)C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0137855, O=C(NC(Cc1ccc(OCc2ccccc2)cc1)C(=O)O)c1ccc(Nc2nc3ccc(-c4ccc(C(=O)NCc5ccc(F)cc5)cc4)cn3n2)c(OCC(F)(F)F)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0137898, CNC(C(=O)C(F)(F)F)C(C)(C)C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0138183, COCCN(CCO)C(C)=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0138242, CC(N)c1ccc(F)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0138269, CCc1ccc2c(c1)C(N)CCC2, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0138382, O=CN1CCOCC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0138398, OCC(CO)OC(F)F, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0138514, C=CCn1cc2c(n1)CN(CC)CC2, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0138603, CCN(CC)C(C)=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0138640, CCC1CN(C(N)=O)CC1NC(C)=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0138663, CC=C(N)c1ccc(C(N)=O)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0138722, CC(C#N)N(C)Cc1ccc(F)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0138732, O=C(NC(Cc1ccccc1)C(O)C(=O)Nc1ccc(-c2ccc3nc(Nc4ccc(C(=O)N5CC(F)C5)cc4OCC(F)(F)F)nn3c2)cc1)C(CC1CC1)c1ccccc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0138772, OC1CCCc2ccccc21, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0138841, O=C(CO)c1c(O)cccc1[N+](=O)[O-], Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0138894, CC(=O)CC(O)C(C)(C)CO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0138967, NC1=NC2CCC(C1)N2CC1CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0138985, Sc1ccc2nncn2n1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0139215, CN(C)CC(S)(CO)CO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0139267, FC(F)(F)c1cc(-c2cnn(CCNc3nc(NCCC4OCCO4)nc(Oc4cccc(F)c4)c3)c2)ccc1Nc1cc2cc(-c3cnn(CC(C(F)(F)F)C(F)(F)F)c3)ccc2cn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0139289, Cc1csc(CC(C)(C)CN)n1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0139302, CC(N)C(=O)N1CCCCC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0139493, NCCCc1ccccc1OCCN, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0139494, COc1cc(C(=O)N(C)CCN(C)C(C)=O)ccc1Nc1cc2cc(-c3ccc(C(=O)NCc4ccc(F)cc4)cc3)cn2c(-c2ccc(C(N)=O)cc2)c1-c1ccc(F)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0139523, NC(CCS)C(=O)NC1CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0139616, O=C(NC1CC1)c1cc[nH]n1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0139678, NCC(=O)NCC(N)C1CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0139758, CC(C)(C)NC(CO)c1ccsc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0139760, CCN1CCN(CC(O)CF)CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0139806, Cn1cc(-c2cc3[nH]ncc3cn2)cn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0139822, OCC1=CC(O)C2C=CC(O)C12O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0139932, NC(CO)c1ccc(F)cc1F, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0139952, Cn1ccnc1CN1CCC(O)CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0139957, CC(C)CC(NC(=O)OCc1ccccc1)C(=O)NC(CCc1ccccc1)C(=O)Nc1ccc(-c2ccc(NC(=O)C(N)c3ccc(F)cc3)cn2)c(OCC(C)(C)O)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0140082, N#Cc1cccc(-c2cnn(C)c2)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0140085, COC(C(=O)N(c1ccc(Oc2ccc(C(=O)NCC(F)(F)F)cc2OC(F)F)cc1)c1ccc(C(=O)NCCC(F)(F)F)cc1)c1ccc2ccc(C(=O)NC(C)c3ccccc3)cc2c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0140195, CCc1cccc(CC)c1N1CCn2cc(-c3nc(Nc4ccc(N5CCC(C(=O)N(C)CC(F)(F)F)CC5)cc4OC)nc4[nH]c(NCC(C)(C)CO)cc43)cc2C1=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0140267, COCc1c(C)n[nH]c1C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0140268, COc1cc(-c2cnn(C)c2)ccc1Cc1cc2cc(-c3cccc(NC(=O)c4ccc(C(=O)NCC5CC5)cc4)c3)cnc2c(Nc2ccc(C(=O)N3CC(O)C3)c(Cl)c2)n1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0140397, COc1ccc(C(O)CN)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0140457, NC(CC1CC1)C1CCCC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0140519, CCN(CC)C(=O)c1ccc(Nc2nc3ccc(NC(c4ccccc4)=C4C(=O)c5ccccc5CC(NCc5cccc(F)c5)CC4)cn3n2)c(OCC(F)(F)F)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0140665, CC(c1ccco1)N(C)CCN(C)C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0140714, CC(C)(O)C1CCC(C)(C)C(O)C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0140908, COc1cc(C(=O)N(CC=Cc2ccc(F)cc2)CCC(O)(c2ccc(F)cc2)C2CCCCC2)ccc1CCc1ccc(-c2cn(CC(C)(C)O)c3ccccc23)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0141010, COc1cc(C(=O)NCC(F)(F)F)ccc1Nc1nc2ccc(-c3ccccc3C)cc2n1-c1cccc(-c2ccc3nc(Nc4ccc(C(=O)N5CC(F)C5)cc4OC)nn3c2)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0141031, C=CC1(N)CCC(NC(C)=O)C(O)C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0141100, CSC1=NCC(C)N1CCO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0141195, O=C(NCCO)N1CCOCC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0141289, COC(c1cc(F)ccc1Sc1ncccc1CNCc1ccc(-c2cccc(CN3CCC(O)C3)c2)cc1)c1ccc(C(=O)NC(C)c2ccccc2)cc1Cl, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0141357, CC(C)CNc1cnc(C(N)=O)cn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0141379, CN1CCN(c2ccc(-c3nc(Nc4ccc(N5CCC(N6CCN(C)CC6)CC5)cc4OCC(F)(F)F)nc(Nc4ccc(-c5cnc(C)n5C)cc4)c3)cn2)CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0141400, NCCC(O)c1ccc2c(c1)OCO2, Failed because unsuitable MW, only MW in range [200, 800] will be remained
